Sample_ID,Dose_Ratio,SUVmax_Bias_In(%),MAPE_In(%),CR_In(%),SUVmax_Bias_Out(%),MAPE_Out(%),CR_Out(%)
P0226_D10_Z0087,0.100,312.3600,79.1818,88.4433,-16.6099,23.1633,73.6245
P0226_D10_Z0088,0.100,187.0618,75.8114,91.7055,-49.7192,22.6194,76.0749
P0226_D10_Z0089,0.100,112.1166,74.0674,86.7910,-56.2510,24.3812,75.3154
P0226_D10_Z0090,0.100,340.2210,79.5124,85.6354,-13.3975,23.0784,72.5256
P0226_D10_Z0091,0.100,203.9238,79.9727,91.4061,-48.9026,25.7486,78.1941
P0226_D10_Z0092,0.100,500.8939,84.9140,95.6388,6.7872,25.8634,83.4880
P0226_D10_Z0093,0.100,532.3889,87.3111,82.2900,-10.1716,25.6256,79.0851
P0226_D10_Z0094,0.100,539.7436,86.0395,81.1975,-8.5597,30.3063,70.5155
P0226_D10_Z0095,0.100,460.4013,84.6109,89.8953,-5.5267,26.2670,74.3746
P0226_D10_Z0096,0.100,439.1813,81.9389,104.1469,2.7404,27.8755,79.2175
P0226_D10_Z0097,0.100,587.7353,82.1635,102.9931,13.2791,28.6235,77.7989
P0226_D10_Z0098,0.100,458.6674,87.2548,96.8054,-9.6244,28.4491,70.6049
P0226_D10_Z0099,0.100,403.7080,86.9168,95.0300,-5.5788,27.1762,74.5447
P0226_D10_Z0100,0.100,450.4187,84.4497,93.4706,-6.7641,27.0506,79.2155
P0226_D10_Z0101,0.100,928.8576,92.4768,97.9211,10.4515,28.6593,79.5344
P0226_D10_Z0102,0.100,490.6907,86.1671,93.8137,11.2014,29.1139,77.9888
P0226_D10_Z0103,0.100,410.4247,93.0216,86.2454,14.5761,30.6411,83.2278
P0226_D10_Z0104,0.100,669.1176,89.1343,90.6539,40.8479,30.9988,81.6251
P0226_D10_Z0105,0.100,560.7554,80.2790,85.4289,7.1900,27.7076,73.6143
P0226_D10_Z0106,0.100,479.9210,89.3025,91.7497,7.3413,32.3686,72.3755
P0226_D10_Z0107,0.100,1180.8552,95.7001,100.5362,91.4325,37.0261,80.6235
P0226_D10_Z0108,0.100,983.6658,87.6404,88.9981,19.9343,30.5667,76.5518
P0226_D10_Z0109,0.100,626.0379,86.8751,89.2520,0.1974,26.4040,76.3722
P0226_D10_Z0110,0.100,327.8837,87.6726,92.6495,25.8777,27.9522,81.2856
P0226_D10_Z0111,0.100,431.5654,84.6675,91.7670,59.0524,26.3640,83.0874
P0226_D10_Z0112,0.100,350.7813,89.2643,84.9212,9.5679,26.6295,79.2891
P0226_D10_Z0113,0.100,550.1658,93.6804,79.7689,-0.9345,27.6103,78.9301
P0226_D10_Z0114,0.100,395.1397,84.8407,86.6972,-16.3243,25.6560,80.0471
P0226_D10_Z0115,0.100,406.9413,92.1084,88.1480,112.5770,33.2549,81.9656
P0226_D10_Z0116,0.100,370.9343,94.1194,89.6924,-18.3521,29.9008,85.0621
P0226_D10_Z0117,0.100,217.8480,87.2314,82.9352,0.0726,26.3846,78.1133
P0226_D10_Z0118,0.100,305.6399,86.8907,85.9024,-13.6937,24.1215,76.3146
P0226_D10_Z0119,0.100,530.1898,91.5358,96.4339,58.7448,25.6543,85.0607
P0226_D10_Z0120,0.100,526.1246,89.3818,102.0131,32.5171,25.0858,87.5979
P0226_D10_Z0121,0.100,618.2277,89.6740,97.7023,-9.8868,25.3079,90.3446
P0226_D10_Z0122,0.100,531.6049,91.7503,95.3919,22.6577,25.1426,86.8981
P0226_D10_Z0123,0.100,366.1378,88.6521,88.4821,72.8279,26.5908,82.5597
P0226_D10_Z0124,0.100,729.6898,91.1323,95.2240,24.8961,26.9877,83.2001
P0226_D10_Z0125,0.100,381.3039,86.3266,96.4222,17.3733,25.3860,80.6779
P0226_D10_Z0126,0.100,584.3531,91.5007,98.6793,24.5464,27.4111,83.3636
P0226_D10_Z0127,0.100,585.0320,98.3215,98.3688,21.6712,28.8838,90.8660
P0226_D10_Z0128,0.100,422.7109,94.9845,90.3013,16.8078,29.5886,82.8362
P0226_D10_Z0129,0.100,471.5397,94.7100,91.9115,-13.9597,27.8524,77.7383
P0226_D10_Z0130,0.100,411.0825,90.2470,97.7218,-6.8672,25.8542,86.3449
P0226_D10_Z0131,0.100,394.0765,90.7728,96.1104,-6.1113,26.5489,83.4209
P0226_D10_Z0132,0.100,442.2479,84.0481,93.1060,-2.9840,24.3892,84.1569
P0226_D10_Z0133,0.100,334.5211,88.8173,91.3754,-7.1855,26.0296,84.1216
P0226_D10_Z0134,0.100,586.8823,88.8888,92.8815,10.0020,26.5074,85.2077
P0226_D10_Z0135,0.100,431.5274,91.8043,94.1222,96.2876,27.0419,86.2992
P0226_D10_Z0136,0.100,520.2841,91.5965,102.0387,2.6071,29.4542,85.2372
P0226_D10_Z0137,0.100,434.5401,89.8666,99.2086,2.6752,29.3304,82.7720
P0226_D10_Z0138,0.100,357.7677,86.8014,92.8593,-10.1453,28.8703,76.1696
P0226_D10_Z0139,0.100,470.9073,86.1475,90.8094,2.4723,27.7895,80.2303
P0226_D10_Z0140,0.100,454.0837,83.2678,100.6809,4.2578,26.2834,84.9055
P0226_D10_Z0141,0.100,591.6666,97.5464,91.0878,-5.0162,29.9564,79.8850
P0226_D10_Z0142,0.100,641.9012,94.6234,92.9660,-4.8946,26.4604,80.9277
P0226_D10_Z0143,0.100,818.4903,82.6605,94.0984,-17.8708,23.7789,77.3801
P0226_D10_Z0144,0.100,377.2965,88.9424,77.7415,-11.1849,26.2355,72.4933
P0226_D10_Z0145,0.100,477.3050,91.1128,90.9964,17.8128,27.7421,78.2449
P0226_D10_Z0146,0.100,500.4633,89.9403,98.5243,75.9804,29.1943,86.9788
P0226_D10_Z0147,0.100,774.2349,84.9932,94.6935,-9.0544,27.7360,79.5667
P0226_D10_Z0148,0.100,591.1890,82.7603,97.3749,-24.2589,24.9089,74.5953
P0226_D10_Z0149,0.100,528.5238,82.5275,88.9863,-33.2621,24.3022,79.6990
P0226_D10_Z0150,0.100,523.5903,86.7894,108.4051,-14.7538,28.1763,83.8513
P0226_D10_Z0151,0.100,591.5493,84.0100,101.4866,-16.6402,26.5470,80.6236
P0226_D10_Z0152,0.100,327.5594,85.8754,90.5856,-20.7678,25.9645,81.3831
P0226_D10_Z0153,0.100,616.3223,91.7008,108.6158,26.9707,27.6126,83.0586
P0226_D10_Z0154,0.100,829.4720,89.0096,109.8767,44.6328,28.2548,81.2401
P0226_D10_Z0155,0.100,367.5052,85.8533,109.4263,2.8816,25.6750,88.4078
P0226_D2_Z0000,0.500,-14.4928,24.6690,100.0210,-60.3071,15.0184,88.9694
P0226_D2_Z0001,0.500,5.4512,24.8804,101.4781,-46.0829,16.2187,89.5067
P0226_D2_Z0002,0.500,22.0904,23.1595,102.9186,-26.8454,16.6597,90.2158
P0226_D2_Z0003,0.500,25.3381,25.4187,99.1060,-37.6487,16.1206,89.1757
P0226_D2_Z0004,0.500,15.8163,26.2361,96.2179,-32.4261,16.6119,83.3180
P0226_D2_Z0005,0.500,20.2389,25.0840,97.2101,-38.0756,14.5889,91.8828
P0226_D2_Z0006,0.500,43.9790,26.5988,103.0219,-19.4521,16.0429,92.8797
P0226_D2_Z0007,0.500,48.7484,25.9674,98.3987,-8.7960,15.0438,91.9370
P0226_D2_Z0008,0.500,75.0455,24.1453,95.8142,14.9460,14.7843,90.1295
P0226_D2_Z0009,0.500,65.5398,24.2588,103.5904,6.5160,14.9184,98.6270
P0226_D2_Z0010,0.500,48.0689,24.8605,99.1405,2.7627,13.8843,95.6554
P0226_D2_Z0011,0.500,72.5917,25.8300,99.9902,-4.2478,15.0807,91.5631
P0226_D2_Z0012,0.500,9.6812,24.6066,100.4218,-20.3395,14.3785,91.5746
P0226_D2_Z0013,0.500,3.6168,19.3514,96.8735,4.4454,14.0354,94.9503
P0226_D2_Z0014,0.500,19.2417,16.1918,95.4833,-13.5905,15.5140,92.5121
P0226_D2_Z0015,0.500,8.1136,13.6770,98.8414,-10.4787,13.6023,93.5063
P0226_D2_Z0016,0.500,13.9562,12.6167,98.3722,-7.6587,12.1379,95.9712
P0226_D2_Z0017,0.500,13.7325,12.2622,97.8873,-7.3116,11.5928,95.1885
P0226_D2_Z0018,0.500,25.9147,12.4539,102.0178,-7.3520,11.1855,97.7153
P0226_D2_Z0019,0.500,23.2896,12.3092,99.6492,6.6113,10.2960,96.1347
P0226_D2_Z0020,0.500,15.1556,11.7831,96.6812,-5.6367,10.8829,93.1521
P0226_D2_Z0021,0.500,26.0110,11.6443,97.9436,0.5672,11.2000,93.2318
P0226_D2_Z0022,0.500,5.7396,11.6782,99.2250,-13.8236,10.9345,92.6966
P0226_D2_Z0023,0.500,21.8082,12.1855,99.4002,4.1635,10.5217,93.6922
P0226_D2_Z0024,0.500,12.1028,11.9831,99.0606,-6.4478,9.8573,94.2209
P0226_D2_Z0025,0.500,9.2283,11.6127,100.6513,-8.2264,10.1401,94.8092
P0226_D2_Z0026,0.500,30.6597,13.0934,101.8322,7.1340,10.6384,94.8963
P0226_D2_Z0027,0.500,18.4868,12.6804,100.7549,-0.2766,11.3384,95.7998
P0226_D2_Z0028,0.500,6.6535,12.5384,99.1721,-7.4871,10.9865,95.6244
P0226_D2_Z0029,0.500,11.0355,13.1018,97.9782,-3.0665,11.2835,93.9935
P0226_D2_Z0030,0.500,14.7293,12.4263,99.6108,0.5367,11.0358,94.6170
P0226_D2_Z0031,0.500,13.6113,11.9603,100.7350,8.7291,10.3947,95.4020
P0226_D2_Z0032,0.500,24.8250,12.4345,103.8391,13.0939,10.2557,98.2401
P0226_D2_Z0033,0.500,17.4017,11.9472,102.9278,-4.7548,9.2999,96.5418
P0226_D2_Z0034,0.500,11.6063,11.9574,102.3504,0.7562,9.4213,95.8439
P0226_D2_Z0035,0.500,8.7110,12.2179,101.7889,-1.4717,9.9560,95.5410
P0226_D2_Z0036,0.500,8.5417,11.4161,99.8181,-3.3488,10.3179,93.5284
P0226_D2_Z0037,0.500,11.0726,11.3601,97.7265,-5.1622,9.5506,92.8926
P0226_D2_Z0038,0.500,24.1219,12.4095,100.0173,4.6924,9.9405,94.4957
P0226_D2_Z0039,0.500,29.0367,11.4953,102.8517,4.9499,9.5009,97.7259
P0226_D2_Z0040,0.500,15.4674,12.2637,101.9699,-5.8828,10.5115,97.0568
P0226_D2_Z0041,0.500,10.8854,13.0464,100.6410,-8.2497,10.3691,97.0411
P0226_D2_Z0042,0.500,13.0935,12.5811,97.9018,-9.1509,10.3281,94.6992
P0226_D2_Z0043,0.500,3.3263,13.2138,98.7432,-9.1498,10.5050,95.1662
P0226_D2_Z0044,0.500,13.8407,12.2781,99.2653,0.2316,9.9324,96.1528
P0226_D2_Z0045,0.500,18.8622,12.0626,99.3461,2.9321,9.4663,96.6886
P0226_D2_Z0046,0.500,33.3479,13.8796,101.2379,7.9769,10.8375,99.6361
P0226_D2_Z0047,0.500,1.1612,13.8203,103.0182,-2.5810,10.4187,102.3139
P0226_D2_Z0048,0.500,-7.8903,14.0406,102.7537,-9.4118,10.5586,101.0133
P0226_D2_Z0049,0.500,22.7959,16.8627,98.9087,-4.2455,11.8777,97.7440
P0226_D2_Z0050,0.500,16.4772,16.1957,97.8001,-10.7380,11.9571,97.0506
P0226_D2_Z0051,0.500,15.8144,16.4539,99.6221,-1.3230,10.9893,100.8781
P0226_D2_Z0052,0.500,24.6779,17.5283,99.6016,-1.4355,11.9617,100.4750
P0226_D2_Z0053,0.500,24.9825,18.6096,97.8015,-4.5217,11.1374,99.2049
P0226_D2_Z0054,0.500,17.9877,18.4140,98.2162,2.3054,11.5796,101.7313
P0226_D2_Z0055,0.500,26.3579,18.9685,99.3147,0.1650,11.6430,105.0045
P0226_D2_Z0056,0.500,34.0912,18.9861,100.0066,6.3921,12.4645,103.4620
P0226_D2_Z0057,0.500,20.6087,20.1480,102.9940,-1.4385,13.3123,105.9746
P0226_D2_Z0058,0.500,9.6623,24.4000,95.0419,-14.5613,15.2994,95.0068
P0226_D2_Z0059,0.500,18.7707,25.2814,96.3112,-10.4303,15.3251,88.0286
P0226_D2_Z0060,0.500,9.2300,25.8353,99.7678,4.5732,15.3528,92.6375
P0226_D2_Z0061,0.500,8.2046,27.6429,99.8456,3.3292,15.9860,91.6684
P0226_D2_Z0062,0.500,14.1564,28.8346,100.1123,-10.8304,15.5035,91.2266
P0226_D2_Z0063,0.500,36.5401,28.8209,98.3678,-8.3598,16.3151,89.7227
P0226_D2_Z0064,0.500,94.0349,27.9726,100.3393,-0.2164,16.1584,91.5948
P0226_D2_Z0065,0.500,41.7523,26.7154,96.7619,6.2545,15.2343,91.5791
P0226_D2_Z0066,0.500,30.0827,27.0684,96.4481,-7.8703,15.2900,92.1280
P0226_D2_Z0067,0.500,62.3036,28.0021,98.5411,22.7585,16.1977,92.2574
P0226_D2_Z0068,0.500,55.8731,27.6051,97.2681,29.9381,16.0273,92.0768
P0226_D2_Z0069,0.500,58.1276,27.9294,97.0624,9.5865,14.9115,89.7505
P0226_D2_Z0070,0.500,2.6427,28.6210,94.8274,-29.1663,16.6563,89.7519
P0226_D2_Z0071,0.500,9.5795,28.6755,97.3581,-17.4875,16.3559,90.6636
P0226_D2_Z0072,0.500,55.5826,28.0795,103.4599,15.0767,15.9128,95.8958
P0226_D2_Z0073,0.500,33.4691,26.2493,101.2008,-7.6004,15.0024,95.5915
P0226_D2_Z0074,0.500,40.3409,25.0195,101.4582,9.3969,14.4113,95.8614
P0226_D2_Z0075,0.500,31.9707,27.7114,96.8402,14.1157,16.3452,88.9273
P0226_D2_Z0076,0.500,20.8596,24.6901,95.4367,1.9696,13.6762,88.7154
P0226_D2_Z0077,0.500,19.0918,27.6029,97.1120,-0.3614,14.9554,91.7594
P0226_D2_Z0078,0.500,16.5520,29.4996,98.8001,-6.3333,16.2782,91.7240
P0226_D2_Z0079,0.500,22.3904,28.4551,102.9717,-6.3550,15.9455,95.4816
P0226_D2_Z0080,0.500,18.1084,29.1450,101.9936,-12.5795,15.8491,94.1141
P0226_D2_Z0081,0.500,17.4981,30.5949,100.6324,-16.8758,15.7334,92.4097
P0226_D2_Z0082,0.500,36.8680,28.1214,98.6055,10.4533,15.7195,92.2809
P0226_D2_Z0083,0.500,52.1919,29.4837,95.1551,14.9330,16.3018,90.4865
P0226_D2_Z0084,0.500,51.0393,30.4657,94.3790,22.8195,16.1690,90.0447
P0226_D2_Z0085,0.500,50.9483,29.7184,97.2215,41.2268,15.0610,90.6250
P0226_D2_Z0086,0.500,25.6721,28.8587,96.2988,-15.9020,13.8263,89.8925
P0226_D2_Z0087,0.500,22.8121,29.3497,98.1646,-26.2509,15.3851,92.9359
P0226_D2_Z0088,0.500,9.6184,28.3361,95.5423,-29.0883,14.7904,90.4936
P0226_D2_Z0089,0.500,-2.8390,28.1254,95.4798,-38.2982,15.0035,88.3744
P0226_D2_Z0090,0.500,29.0020,29.6407,97.4730,27.6718,15.8200,90.2140
P0226_D2_Z0091,0.500,25.1048,29.7677,100.3496,21.0864,15.7748,91.9980
P0226_D2_Z0092,0.500,56.7598,32.1291,99.9016,1.1282,17.1508,91.5663
P0226_D2_Z0093,0.500,106.2778,31.6274,98.0295,-6.8417,16.3938,89.6865
P0226_D2_Z0094,0.500,80.4487,31.0093,95.6417,12.7639,17.2543,89.7238
P0226_D2_Z0095,0.500,82.0067,34.5186,97.8992,18.2042,18.2417,91.0784
P0226_D2_Z0096,0.500,39.9610,33.9256,98.7440,-4.9857,17.9038,90.5197
P0226_D2_Z0097,0.500,36.7335,33.2557,95.5423,-2.4243,16.4636,89.7944
P0226_D2_Z0098,0.500,79.4149,35.0658,105.6031,-1.7052,17.7877,95.6849
P0226_D2_Z0099,0.500,75.8401,32.6578,106.0821,-1.3039,18.1993,96.3941
P0226_D2_Z0100,0.500,28.2895,33.3525,95.6873,-14.4234,17.8998,89.1234
P0226_D2_Z0101,0.500,67.8041,37.1513,98.2234,3.1605,20.1584,90.5795
P0226_D2_Z0102,0.500,96.2462,34.9236,98.0852,9.8274,19.3315,90.3326
P0226_D2_Z0103,0.500,60.0110,33.2687,93.4701,-2.3419,17.6960,85.8180
P0226_D2_Z0104,0.500,26.0142,33.6761,94.2648,-24.1686,17.9408,86.8366
P0226_D2_Z0105,0.500,73.4538,33.8396,96.8848,-13.1150,17.3564,90.8492
P0226_D2_Z0106,0.500,71.1652,34.6266,97.2215,-8.5518,17.7740,89.0949
P0226_D2_Z0107,0.500,73.0921,34.3678,101.2273,-3.3902,16.9910,91.4879
P0226_D2_Z0108,0.500,70.0125,32.8326,102.3248,4.4580,16.7336,94.3416
P0226_D2_Z0109,0.500,94.6026,33.6303,99.8472,17.3449,17.5171,92.6443
P0226_D2_Z0110,0.500,63.4905,34.6505,101.7695,1.1122,17.7488,94.0063
P0226_D2_Z0111,0.500,89.3924,33.9941,106.2455,2.5349,17.3375,98.6707
P0226_D2_Z0112,0.500,38.4487,33.3959,102.5884,-4.5891,16.9467,96.1032
P0226_D2_Z0113,0.500,31.5470,33.6784,98.2211,-9.5477,16.6793,93.1347
P0226_D2_Z0114,0.500,16.4804,34.1226,96.2962,-21.1649,15.8375,91.9593
P0226_D2_Z0115,0.500,69.4695,35.4943,95.1645,0.3374,17.0454,89.0103
P0226_D2_Z0116,0.500,42.3134,35.3557,95.0123,-3.8966,16.9421,90.1847
P0226_D2_Z0117,0.500,30.1887,33.4420,96.3811,-11.7951,16.1262,92.2000
P0226_D2_Z0118,0.500,56.1280,35.2498,101.4865,-1.0703,17.1342,96.3388
P0226_D2_Z0119,0.500,48.4186,33.0775,102.0306,-5.9572,14.9665,95.7011
P0226_D2_Z0120,0.500,97.5202,33.2383,101.6005,12.1103,16.1723,96.1175
P0226_D2_Z0121,0.500,26.0236,36.5482,99.6004,-16.9277,16.5078,92.9248
P0226_D2_Z0122,0.500,79.3210,34.2713,96.3905,26.6973,15.8514,92.7651
P0226_D2_Z0123,0.500,20.3768,33.3295,94.6818,-14.9176,15.0166,91.8545
P0226_D2_Z0124,0.500,81.2405,35.7386,96.2749,6.5905,16.6642,92.6268
P0226_D2_Z0125,0.500,39.2241,34.1208,96.3916,-15.3208,16.0514,91.0987
P0226_D2_Z0126,0.500,49.4484,34.0138,97.3950,-11.9900,15.1451,91.4729
P0226_D2_Z0127,0.500,154.3972,37.6078,101.2175,9.5957,16.9257,94.5401
P0226_D2_Z0128,0.500,115.6453,35.3405,97.6796,-2.0661,16.7030,94.0899
P0226_D2_Z0129,0.500,83.2685,33.8475,98.1294,-8.1679,16.2933,92.8873
P0226_D2_Z0130,0.500,71.8557,35.9981,97.9792,14.5062,16.4985,92.9150
P0226_D2_Z0131,0.500,52.0194,33.8773,97.4049,-8.1650,16.3737,92.9666
P0226_D2_Z0132,0.500,36.5278,32.3697,96.2635,-18.5114,14.7158,91.8617
P0226_D2_Z0133,0.500,49.7773,33.8131,103.7805,-13.2976,15.6681,97.1617
P0226_D2_Z0134,0.500,110.8603,33.7292,102.5556,2.6789,15.9107,97.6813
P0226_D2_Z0135,0.500,104.0470,35.8634,98.2790,-1.4528,16.8328,91.8997
P0226_D2_Z0136,0.500,55.6818,34.9025,98.2483,-2.1605,16.1970,90.1389
P0226_D2_Z0137,0.500,55.9198,33.1091,98.3963,4.2731,16.3923,91.4221
P0226_D2_Z0138,0.500,76.7220,33.7405,100.2907,13.5499,16.3903,93.1598
P0226_D2_Z0139,0.500,59.6154,33.7160,95.3920,-4.5936,16.5184,89.9549
P0226_D2_Z0140,0.500,54.1885,33.1178,98.5808,-23.9750,17.1806,92.3394
P0226_D2_Z0141,0.500,72.2446,35.7931,96.4471,-3.3622,16.7102,89.9415
P0226_D2_Z0142,0.500,49.0932,35.1829,96.9079,10.9137,16.9393,91.7344
P0226_D2_Z0143,0.500,67.9345,34.5771,98.3954,-17.8213,17.3507,90.8840
P0226_D2_Z0144,0.500,98.4864,34.8520,97.4837,1.3131,17.6386,90.2426
P0226_D2_Z0145,0.500,40.9929,32.1740,96.8811,-3.5435,16.1738,89.8704
P0226_D2_Z0146,0.500,55.3753,32.7166,97.5884,-8.0518,16.6646,90.5011
P0226_D2_Z0147,0.500,47.8282,34.1989,96.9611,-21.5382,16.7350,88.2270
P0226_D2_Z0148,0.500,41.9706,32.2138,97.2381,-15.8966,15.6984,89.1837
P0226_D2_Z0149,0.500,83.7143,33.5597,96.6735,7.2366,16.7118,88.0075
P0226_D2_Z0150,0.500,56.8609,35.2353,98.1710,-4.0260,18.6615,89.5546
P0226_D2_Z0151,0.500,77.0277,32.7231,99.5872,-28.6155,16.9662,91.4031
P0226_D2_Z0152,0.500,60.3105,32.4500,100.7209,-7.2173,16.4516,92.5529
P0226_D2_Z0153,0.500,76.8766,33.5057,102.2610,9.1044,16.9974,93.5300
P0226_D2_Z0154,0.500,62.4145,31.8175,100.5201,12.1133,15.6048,93.5161
P0226_D2_Z0155,0.500,47.0515,32.6690,99.4137,11.4564,15.7574,93.5542
P0226_D4_Z0000,0.250,-2.2645,10.1467,97.2598,-22.7248,8.7528,93.7728
P0226_D4_Z0001,0.250,-1.6491,9.6007,98.3343,-20.2019,8.5376,94.8419
P0226_D4_Z0002,0.250,1.3559,9.1220,98.0327,-21.3178,8.5243,92.4115
P0226_D4_Z0003,0.250,-6.6192,9.9064,99.0940,-26.6542,9.1594,94.1956
P0226_D4_Z0004,0.250,1.4577,9.9630,98.7705,-18.2977,9.1543,94.5877
P0226_D4_Z0005,0.250,9.4167,9.7637,99.3420,-13.4109,8.2457,97.8323
P0226_D4_Z0006,0.250,10.6956,10.6189,103.1298,-14.4064,9.4488,98.8708
P0226_D4_Z0007,0.250,13.7672,9.6909,99.7330,-2.2705,7.7282,97.5882
P0226_D4_Z0008,0.250,9.8968,9.2725,98.8726,0.0129,7.4886,97.5510
P0226_D4_Z0009,0.250,9.1058,9.4566,100.7892,-1.1291,8.0109,98.5114
P0226_D4_Z0010,0.250,1.0101,9.3223,98.6245,-6.9806,7.5358,96.4586
P0226_D4_Z0011,0.250,12.8030,10.1044,96.3901,1.0889,8.4836,92.5986
P0226_D4_Z0012,0.250,6.1820,9.9703,99.1413,-10.9530,8.4959,93.3316
P0226_D4_Z0013,0.250,0.9381,7.2340,101.4123,1.9436,6.8476,100.9803
P0226_D4_Z0014,0.250,5.5838,6.1038,99.4255,-6.0100,7.9372,97.1097
P0226_D4_Z0015,0.250,4.3844,5.7559,99.7412,-1.3373,8.1829,96.4635
P0226_D4_Z0016,0.250,-8.9113,4.6903,99.0449,-9.1747,7.0852,97.9261
P0226_D4_Z0017,0.250,1.5393,4.7363,99.7944,-5.4894,6.4138,98.2539
P0226_D4_Z0018,0.250,6.7298,4.7233,100.5273,-4.9271,7.0098,97.8263
P0226_D4_Z0019,0.250,9.3280,4.7987,99.8254,5.5802,6.6296,97.7822
P0226_D4_Z0020,0.250,2.5329,4.6299,99.9777,-3.9182,6.5820,97.2325
P0226_D4_Z0021,0.250,5.7032,4.7998,99.7142,-6.3260,7.0734,96.7586
P0226_D4_Z0022,0.250,2.5331,4.5101,100.8600,-9.7354,7.4005,96.9363
P0226_D4_Z0023,0.250,2.5978,4.8407,100.3641,-7.4182,7.1695,95.9460
P0226_D4_Z0024,0.250,1.0268,4.9536,100.2100,-9.2297,6.5643,96.9521
P0226_D4_Z0025,0.250,1.1376,4.8158,99.2549,-7.3543,6.4753,95.3295
P0226_D4_Z0026,0.250,3.6315,5.0636,99.1475,-1.3197,6.7922,95.4370
P0226_D4_Z0027,0.250,6.8479,5.1613,99.4666,0.8153,6.6225,96.2112
P0226_D4_Z0028,0.250,5.3749,5.1246,99.3927,-4.2781,6.7045,95.9744
P0226_D4_Z0029,0.250,2.9679,5.3948,99.3186,-4.0183,6.8927,95.7652
P0226_D4_Z0030,0.250,4.0589,4.9619,99.7598,-3.1042,6.7361,96.6165
P0226_D4_Z0031,0.250,1.4083,5.0489,99.5590,-5.1661,6.4418,97.2364
P0226_D4_Z0032,0.250,2.1408,4.9428,100.7240,-5.3623,6.4342,98.1791
P0226_D4_Z0033,0.250,2.8110,4.9779,100.3415,-4.5326,6.4058,97.1366
P0226_D4_Z0034,0.250,-2.9994,4.7414,100.8430,-3.4172,6.4196,96.7633
P0226_D4_Z0035,0.250,0.1973,5.2174,100.7693,-4.1222,6.8852,96.7275
P0226_D4_Z0036,0.250,3.0747,4.6550,100.1448,-3.9666,6.5026,95.7316
P0226_D4_Z0037,0.250,-0.6428,4.5351,99.3328,-7.6333,6.5577,95.2751
P0226_D4_Z0038,0.250,3.8987,4.9890,99.9081,-4.5862,6.3126,96.8809
P0226_D4_Z0039,0.250,4.8239,4.8767,100.6323,-0.5279,5.8429,98.0341
P0226_D4_Z0040,0.250,3.9553,5.0711,100.0541,-3.6717,6.2533,97.6969
P0226_D4_Z0041,0.250,5.4680,5.1624,98.8289,-5.7221,6.4266,97.5426
P0226_D4_Z0042,0.250,10.5821,5.1861,98.5314,-6.7316,6.4044,96.8793
P0226_D4_Z0043,0.250,13.4197,5.5081,99.6917,-6.8287,6.6331,97.2148
P0226_D4_Z0044,0.250,4.4316,4.9383,99.9509,-7.0892,6.4477,97.5280
P0226_D4_Z0045,0.250,1.7093,4.8963,99.2240,-0.5944,6.1157,97.6514
P0226_D4_Z0046,0.250,2.8338,5.6079,99.9223,-1.0325,6.4833,98.6055
P0226_D4_Z0047,0.250,9.4685,5.6294,100.6453,3.1383,6.0325,99.3010
P0226_D4_Z0048,0.250,4.2770,5.9195,99.6794,0.3146,5.9603,98.3147
P0226_D4_Z0049,0.250,2.9703,7.0870,98.5383,-3.9166,6.7216,97.2248
P0226_D4_Z0050,0.250,12.2376,6.5373,99.2358,-0.3705,6.0893,98.7571
P0226_D4_Z0051,0.250,5.0382,6.4274,99.6714,-1.6113,5.9545,99.8751
P0226_D4_Z0052,0.250,-0.3744,6.8396,99.3767,-6.7055,6.3674,99.5671
P0226_D4_Z0053,0.250,4.2787,6.9097,99.2680,1.2520,6.2739,99.5809
P0226_D4_Z0054,0.250,7.1151,7.2038,99.7645,-0.3388,6.5664,100.3931
P0226_D4_Z0055,0.250,5.0023,7.7781,99.7622,-0.9740,7.1833,101.0934
P0226_D4_Z0056,0.250,4.5355,7.1389,99.4359,-2.7888,6.7152,100.0078
P0226_D4_Z0057,0.250,6.6044,7.4909,98.9547,0.4649,7.1429,99.4837
P0226_D4_Z0058,0.250,0.9251,9.1703,99.5455,0.8601,8.3921,100.6983
P0226_D4_Z0059,0.250,-6.5819,9.6466,99.6899,-14.1383,8.3994,97.5296
P0226_D4_Z0060,0.250,8.0892,10.8207,100.9182,3.7344,8.9961,98.0745
P0226_D4_Z0061,0.250,-9.6227,11.5057,99.5275,0.2237,9.2379,96.5218
P0226_D4_Z0062,0.250,-3.3937,11.2548,99.4310,-2.2065,9.0575,96.7133
P0226_D4_Z0063,0.250,4.3038,11.1826,99.7536,1.0593,9.2976,97.0637
P0226_D4_Z0064,0.250,9.5053,11.9397,101.0757,9.8298,9.7385,97.9590
P0226_D4_Z0065,0.250,8.3147,10.8414,100.0642,1.7120,8.9063,97.8587
P0226_D4_Z0066,0.250,3.7440,11.5155,99.9377,-2.2572,9.3069,97.7007
P0226_D4_Z0067,0.250,8.8133,11.6961,100.5129,3.2881,9.7033,98.4157
P0226_D4_Z0068,0.250,3.5204,11.0041,100.0899,-2.6247,8.6661,97.5963
P0226_D4_Z0069,0.250,21.0562,11.7607,100.1679,6.1552,9.3190,96.8382
P0226_D4_Z0070,0.250,10.2889,11.6723,100.8756,-2.3600,9.2487,97.8844
P0226_D4_Z0071,0.250,10.7499,11.0846,100.0384,-2.0444,8.8337,97.1479
P0226_D4_Z0072,0.250,9.2570,11.2953,100.0301,6.9076,9.1678,96.9334
